路径ID,路径名称,分数下限,分数上限,事件ID,动作类型,路径点索引,对话内容,动画名称,循环动画,显示时间,延迟时间,停留时间,手势类型,分数影响,是否活跃,事件起始点,事件结束点
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,63,诗人您烧尽词句却留空囊...,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,64,多讽刺！连灰烬都比你敢填满虚空！,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,65,——而您！弄臣！,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,66,给死手戴活人手套？,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,67,您想骗神...,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,68,还是骗自己这双手曾愿拥抱您？！,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,69,我们像戴着手套摸火炉的蠢货！,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,70,以为触到温暖...实则隔皮革啃噬余温！,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,71,守卫的剑锈是胆怯的痂！,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,72,诗人的空囊是未啼的喑哑！,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,73,弄臣的是...,,1,2,0,0,,,True,,
owl-4,4,0,100,PATH_ACTION,PATH_ACTION,74,...是地牢里永远够不到的母亲的爱抚！,,1,2,0,0,,,True,,
# PATH,owl-5,5
# PATH_START_TIME,owl-5,300
# TIME_POINT,owl-5,0,0,
# TIME_POINT,owl-5,4,10,
# TIME_POINT,owl-5,10,10,
# TIME_POINT,owl-5,17,10,
# TIME_POINT,owl-5,23,10,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,75,三位如约而至，,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,76,法阵填补完整。,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,77,活着踏进祭坛——,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,78,便是诸君献给时间的第一件珍物。,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,79,可是，看啊...月光流过掌心，,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,80,正如阴影吞噬王国。,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,81,你们献祭的哪是珍物？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,82,为何守卫的忠诚结出带刺铁茧？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,83,诗人的梦想凝固成拒斥回响？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,84,弄臣的渴求竟化作...,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,85,血痂包裹的母性倒影？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,86,我们像蒙眼雕琢灵魂的匠人——,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,87,诗人剜出心脏当刻刀，,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,88,守卫拆下肋骨作錾子，,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,89,弄臣竟抓把腐土充填神龛...,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,90,痛啊！这铁茧扎手，,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,91,回响噬心，锈斑蚀骨！,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,92,原来错献珍物...,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,93,比死亡更接近永恒湮灭！,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,94,诗人，你烧毁的哪是诗稿？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,95,是不敢破土的梦想之根！,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,96,守卫，你供奉的何止忠诚？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,97,是恐惧被弃的带锁镣铐！,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,98,弄臣，你掠夺的岂止温度？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,99,是地牢里锈蚀的自我镜像！,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,100,——而我？,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,101,竟以教条拓成血肉之躯，,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,102,这双手...,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,103,连捧一滴泪都会漏给僵死的戒律！,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,104,原来公主永不苏醒的真相是...,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,105,我们宁愿把心炼成错误祭品,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,106,也不敢直视——,,1,2,0,0,,,True,,
owl-5,5,0,100,PATH_ACTION,PATH_ACTION,107,在我们各自胸腔跳动的阴影之源！,,1,2,0,0,,,True,,
# PATH,owl-6,6
# PATH_START_TIME,owl-6,340
# TIME_POINT,owl-6,0,0,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,108,守卫的忠诚融作破晓金液...,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,109,诗人的梦想绽出音律新芽...,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,110,弄臣的渴求凝成初雪结晶...,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,111,一切完美如神谕拓印！,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,112,可为何祭坛在抗拒？,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,113,沙漏倒流如呕吐的胃——,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,114,这书页在灼烧我的手！,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,115,我分明是您最虔诚的刻碑匠啊...,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,116,为何连骨髓都刻满教条，,,1,2,0,0,,,True,,
owl-6,6,0,100,PATH_ACTION,PATH_ACTION,117,却雕不出您想要的黎明？！,,1,2,0,0,,,True,,
# PATH,owl-7,7
# PATH_START_TIME,owl-7,340
# TIME_POINT,owl-7,0,0,
owl-7,7,0,100,PATH_ACTION,PATH_ACTION,111,守护神！请您启迪我：,,1,2,0,0,,,,,
owl-7,,,,,,,谁是渴求熔铸匕首，却捧雪取暖的献祭者？,,,,,,,,,,
owl-7,,,,,,,谁是采撷永恒野菊，反被花刺缝唇的守墓人？,,,,,,,,,,
owl-7,,,,,,,谁是焚尽未啼之诗，反被灰烬哺育的创世神？,,,,,,,,,,
owl-7,,,,,,,谁是拓印千年圣典，竟被纸刃剜心的刻碑匠？,,,,,,,,,,
owl-7,,,,,,,谁是囚禁时间之鸟，自身便是钥匙的铸牢者？,,,,,,,,,,
# PATH,owl-8,8
# PATH_START_TIME,owl-8,350
# TIME_POINT,owl-8,0,0,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,118,原来火焰才是终极真理...,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,119,它早该焚毁我拓印教义的盲从之手！,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,120,看啊...我十六岁就写道：,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,121,“仪式应是心魂震颤的余波，,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,122,而非囚禁星光的模具”,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,123,却花半生把惊雷驯化成诵经声！,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,124,——我现在明白了：,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,125,严苛遵循圣典如同给活人裹尸布，,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,126,而真正的虔诚...,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,127,是允许神性从伤口长出翅膀！,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,128,根本不需要完美仪式...,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,129,只需弄臣敢捧出未经矫饰的渴望，,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,130,内侍愿拆下自我禁锢的铠甲，,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,131,诗人肯为未诞生的诗冒渎焚身——,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,132,以及我这老朽...,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,133,终于敢用带血的骨掌掐灭虚假圣火！,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,134,原来拯救从来不是唤醒沉睡者...,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,135,是所有装睡的灵魂——,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,136,同时睁开了眼睛。,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,137,,,1,2,0,0,,,True,,
owl-8,8,0,100,PATH_ACTION,PATH_ACTION,138,,,1,2,0,0,,,True,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
